node,new_score,original_score,diff(new-origin)
anon_S6089E,874.42,522,352.42
anon_S1171E,645,645,0
anon_S1186E,605,708,-103
anon_S3547E,-1,-1,na
anon_S4917E,845.32,536,309.32
anon_S3046E,608,656,-48
anon_S3919E,845.41,755,90.41
anon_S1623E,820.45,-1,na
anon_S832E,565,565,0
anon_S5822E,874.42,595,279.42
anon_S1292E,-1,-1,na
anon_S5020E,-1,-1,na
anon_S3384E,579,550,29
anon_S3882E,565,449,116
anon_S1438E,489,489,0
anon_S3783E,744.05,630,114.05
anon_S963E,572,572,0
anon_S62E,528,572,-44
anon_S918E,492,492,0
anon_S3529E,612,612,0
anon_S536E,431,431,0
anon_S2720E,657.8,-1,na
anon_S5113E,714,714,0
anon_S5432E,733.3,629,104.3
anon_S2991E,761,334,427
anon_S633E,566,566,0
anon_S4560E,-1,-1,na
anon_S3924E,723.17,481,242.17
anon_S1835E,706,598,108
anon_S4346E,420,420,0
anon_S2234E,711,550,161
anon_S2069E,546,546,0
anon_S163E,897,705,192
anon_S1005E,568,568,0
anon_S885E,589,589,0
anon_S858E,623,623,0
anon_S4480E,440,558,-118
anon_S767E,-1,-1,na
anon_S4278E,657.8,414,243.8
anon_S1940E,711,533,178
anon_S5179E,663,513,150
anon_S316E,634,634,0
anon_S1557E,677,626,51
anon_S5514E,562,562,0
anon_S6056E,594,-1,na
anon_S6033E,414,414,0
anon_S749E,527,527,0
anon_S6048E,609,512,97
anon_S5949E,501,501,0
anon_S4360E,-1,-1,na
anon_S2615E,657.8,445,212.8
anon_S278E,744.05,513,231.05
anon_S2931E,649,643,6
anon_S2212E,705,678,27
anon_S5549E,748.36,607,141.36
anon_S5881E,534,534,0
anon_S3617E,617,560,57
anon_S1783E,677,582,95
anon_S2876E,746.86,717,29.86
anon_S3826E,711,-1,na
anon_S5105E,717.2,509,208.2
anon_S1600E,674.96,605,69.96
anon_S5789E,609,549,60
anon_S3267E,649,-1,na
anon_S1271E,572,572,0
anon_S1224E,579,579,0
anon_S355E,627,627,0
anon_S3081E,608,-1,na
anon_S3762E,849.65,552,297.65
anon_S3733E,724.29,720,4.29
anon_S226E,632,632,0
anon_S2819E,711,610,101
anon_S2131E,760,716,44
anon_S5342E,540,540,0
anon_S2164E,853.43,593,260.43
anon_S3241E,632,523,109
anon_S2633E,620,513,107
anon_S4197E,565,721,-156
anon_S2684E,531.28,470,61.28
anon_S5186E,663,-1,na
anon_S4697E,570,557,13
anon_S4429E,698,439,259
anon_S5636E,523,523,0
anon_S2899E,840.68,626,214.68
anon_S4448E,696,-1,na
anon_S1054E,559,559,0
anon_S4976E,737.54,440,297.54
anon_S3310E,617,-1,na
anon_S1471E,856.7,663,193.7
anon_S297E,849.65,671,178.65
anon_S220E,487,487,0
anon_S3566E,714,714,0
anon_S2271E,898.22,534,364.22
anon_S5754E,609,626,-17
anon_S5723E,609,658,-49
anon_S5211E,861.73,517,344.73
anon_S669E,-1,-1,na
anon_S2964E,649,-1,na
anon_S2269E,879.5,508,371.5
anon_S642E,503,503,0
anon_S5709E,662,606,56
anon_S4672E,601,601,0
anon_S2374E,531.28,647,-115.72
anon_S1101E,701,701,0
anon_S140E,-1,-1,na
anon_S846E,729,729,0
anon_S469E,820.53,684,136.53
anon_S1154E,-1,-1,na
anon_S5001E,877.71,603,274.71
anon_S1383E,-1,-1,na
anon_S2794E,717.27,-1,na
anon_S984E,593,593,0
anon_S3508E,596,530,66
anon_S5648E,498,498,0
anon_S4039E,849.65,569,280.65
anon_S2554E,657.8,434,223.8
anon_S1706E,649,639,10
anon_S171E,734.08,519,215.08
anon_S2044E,748.02,490,258.02
anon_S4849E,897.25,578,319.25
anon_S2019E,705,563,142
anon_S3010E,711,-1,na
anon_S1065E,335,335,0
anon_S3976E,632,674,-42
anon_S1087E,528,528,0
anon_S2259E,616,616,0
anon_S3652E,845.41,611,234.41
anon_S1872E,726.71,457,269.71
anon_S4631E,898.27,481,417.27
anon_S1129E,573,573,0
anon_S1682E,731.98,549,182.98
anon_S1575E,892.49,561,331.49
anon_S2741E,858.18,593,265.18
anon_S5165E,828.3,525,303.3
anon_S5130E,-1,-1,na
anon_S2375E,620,642,-22
anon_S434E,-1,-1,na
anon_S2843E,717.27,583,134.27
anon_S4385E,-1,-1,na
anon_S2494E,724.29,525,199.29
anon_S2099E,896.32,571,325.32
anon_S4814E,564,564,0
anon_S2022E,748.02,570,178.02
anon_S4863E,513,513,0
anon_S4265E,601,638,-37
anon_S4230E,763,751,12
anon_S3588E,745.52,-1,na
anon_S3150E,608,604,4
anon_S780E,637,637,0
anon_S607E,598,598,0
anon_S331E,883.2,522,361.2
anon_S5484E,747.09,546,201.09
anon_S2181E,730.81,576,154.81
anon_S1529E,-1,-1,na
anon_S5365E,473,473,0
anon_S5968E,657,657,0
anon_S1201E,575,575,0
anon_S1909E,620,723,-103
anon_S1766E,863.69,729,134.69
anon_S3710E,632,736,-104
anon_S3810E,602,-1,na
anon_S2910E,623,533,90
anon_S219E,527,527,0
anon_S2945E,763,548,215
anon_S426E,636,636,0
anon_S5776E,609,669,-60
anon_S4090E,730.4,762,-31.6
anon_S3288E,744.54,569,175.54
anon_S711E,539,539,0
anon_S3988E,578.89,693,-114.11
anon_S1799E,649,563,86
anon_S4242E,596,573,23
anon_S3208E,849.83,557,292.83
anon_S5614E,277,277,0
anon_S396E,627,627,0
anon_S619E,786,786,0
anon_S3410E,579,635,-56
anon_S3445E,664,523,141
anon_S993E,645,645,0
anon_S5655E,524,524,0
anon_S5364E,630,630,0
anon_S644E,600,600,0
anon_S1729E,749,677,72
anon_S3859E,696,692,4
anon_S5310E,708.82,539,169.82
anon_S4762E,737.54,-1,na
anon_S1989E,620,547,73
anon_S1967E,706,515,191
anon_S4653E,620,654,-34
anon_S5816E,609,542,67
anon_S1574E,601,495,106
anon_S2645E,742.92,583,159.92
anon_S1752E,708,571,137
anon_S5793E,609,615,-6
anon_S4243E,769.9,586,183.9
anon_S4313E,711,548,163
anon_S4882E,588,588,0
anon_S2005E,700.05,-1,na
anon_S4170E,557,557,0
anon_S2822E,853.43,628,225.43
anon_S459E,894.76,691,203.76
anon_S1184E,587,587,0
anon_S3541E,629,629,0
anon_S2595E,748.2,676,72.2
anon_S2548E,657.8,421,236.8
anon_S5324E,763.93,575,188.93
anon_S4584E,746.35,541,205.35
anon_S1621E,812,615,197
anon_S5379E,426,426,0
anon_S5824E,847.89,558,289.89
anon_S1290E,-1,-1,na
anon_S699E,564,564,0
anon_S622E,477,477,0
anon_S3382E,488,488,0
anon_S4515E,418,418,0
anon_S4116E,610,566,44
anon_S3781E,746.86,660,86.86
anon_S4639E,573,573,0
anon_S2110E,760,719,41
anon_S961E,613,613,0
anon_S35E,894.92,790,104.92
anon_S3527E,-1,-1,na
anon_S60E,825.78,585,240.78
anon_S5022E,-1,-1,na
anon_S5430E,771.81,732,39.81
anon_S2788E,657.8,467,190.8
anon_S2993E,706,519,187
anon_S1159E,-1,-1,na
anon_S4482E,711,588,123
anon_S2946E,723.17,559,164.17
anon_S1510E,766.31,498,268.31
anon_S4065E,657.8,561,96.8
anon_S1399E,412,412,0
anon_S161E,844.46,656,188.46
anon_S870E,703,703,0
anon_S4178E,588,588,0
anon_S4344E,499,499,0
anon_S2216E,706,728,-22
anon_S3175E,721,-1,na
anon_S575E,603.76,-1,na
anon_S5288E,609,-1,na
anon_S3197E,608,550,58
anon_S2468E,761,483,278
anon_S710E,-1,-1,na
anon_S887E,616,616,0
anon_S621E,549,549,0
anon_S761E,-1,-1,na
anon_S2938E,-1,-1,na
anon_S2613E,651,640,11
anon_S5530E,576,576,0
anon_S310E,899.96,751,148.96
anon_S6069E,864.12,542,322.12
anon_S98E,891.63,668,223.63
anon_S1645E,593,480,113
anon_S1946E,677,672,5
anon_S4078E,531.28,-1,na
anon_S2708E,849.65,363,486.65
anon_S4151E,552,552,0
anon_S4130E,716,698,18
anon_S4165E,638,638,0
anon_S5887E,676,676,0
anon_S3619E,709,593,116
anon_S1785E,664,533,131
anon_S4362E,740.14,537,203.14
anon_S525E,533,533,0
anon_S552E,370,370,0
anon_S3269E,649,659,-10
anon_S6046E,712,593,119
anon_S3106E,733.14,511,222.14
anon_S357E,-1,-1,na
anon_S3083E,657.8,428,229.8
anon_S1602E,853.43,556,297.43
anon_S930E,692,692,0
anon_S5849E,899.22,538,361.22
anon_S2166E,898.22,505,393.22
anon_S1928E,826.49,579,247.49
anon_S1273E,662,662,0
anon_S2668E,695,606,89
anon_S4195E,-1,-1,na
anon_S2686E,672,609,63
anon_S2959E,649,-1,na
anon_S5516E,-1,-1,na
anon_S2900E,843.73,526,317.73
anon_S680E,626,626,0
anon_S3247E,891.96,399,492.96
anon_S2215E,766.31,529,237.31
anon_S5184E,700,585,115
anon_S2762E,664,607,57
anon_S5151E,591,591,0
anon_S3836E,696,592,104
anon_S5630E,841.35,601,240.35
anon_S4537E,590,590,0
anon_S4119E,724.29,539,185.29
anon_S3312E,705,608,97
anon_S4157E,504,504,0
anon_S4670E,606,606,0
anon_S550E,671.71,543,128.71
anon_S928E,712,712,0
anon_S3564E,740,740,0
anon_S2204E,760,591,169
anon_S4970E,756.3,356,400.3
anon_S5721E,609,656,-47
anon_S1317E,526,526,0
anon_S3034E,849.65,516,333.65
anon_S3484E,713,610,103
anon_S3466E,601,581,20
anon_S6006E,609,712,-103
anon_S3816E,657.8,-1,na
anon_S3731E,731.98,646,85.98
anon_S2281E,821.29,704,117.29
anon_S3482E,747.91,555,192.91
anon_S2042E,731.98,546,185.98
anon_S5007E,743.25,661,82.25
anon_S5547E,-1,-1,na
anon_S647E,-1,-1,na
anon_S4139E,724.28,-1,na
anon_S410E,623,623,0
anon_S2970E,883.6,673,210.6
anon_S6091E,899.95,425,474.95
anon_S5386E,626,626,0
anon_S2253E,739,593,146
anon_S16E,898.22,733,165.22
anon_S2556E,657.8,567,90.8
anon_S3950E,596,-1,na
anon_S1708E,731.98,-1,na
anon_S3878E,578.89,396,182.89
anon_S4695E,694,396,298
anon_S2300E,896.39,633,263.39
anon_S3069E,687,687,0
anon_S4420E,602,531,71
anon_S3016E,858.18,346,512.18
anon_S4547E,-1,-1,na
anon_S3978E,849.65,646,203.65
anon_S4062E,565,636,-71
anon_S1479E,820.45,-1,na
anon_S1085E,588,511,77
anon_S2503E,681,401,280
anon_S5878E,575.85,531,44.85
anon_S1870E,598,658,-60
anon_S1825E,677,529,148
anon_S1416E,651,651,0
anon_S5532E,671,671,0
anon_S5929E,589,589,0
anon_S2743E,575,587,-12
anon_S5167E,861.73,556,305.73
anon_S5417E,710,-1,na
anon_S1659E,677,516,161
anon_S2496E,895.35,513,382.35
anon_S2421E,849.65,447,402.65
anon_S2474E,602,349,253
anon_S1710E,858.18,500,358.18
anon_S1148E,-1,-1,na
anon_S2523E,657.8,-1,na
anon_S3669E,745.52,-1,na
anon_S2841E,724.29,529,195.29
anon_S5177E,687,-1,na
anon_S3156E,650,544,106
anon_S4470E,709,593,116
anon_S786E,525,525,0
anon_S6002E,744.89,511,233.89
anon_S5407E,718,-1,na
anon_S337E,662,662,0
anon_S5482E,821.53,662,159.53
anon_S2319E,769.9,548,221.9
anon_S1203E,504,504,0
anon_S1907E,761,592,169
anon_S3712E,883.6,-1,na
anon_S5470E,505.29,385,120.29
anon_S2187E,649,515,134
anon_S2912E,647,-1,na
anon_S2943E,649,649,0
anon_S1567E,747.91,558,189.91
anon_S5425E,710,-1,na
anon_S1764E,900,683,217
anon_S3286E,709,643,66
anon_S713E,573,573,0
anon_S5951E,507,507,0
anon_S242E,593,593,0
anon_S481E,586,586,0
anon_S3603E,698,589,109
anon_S1741E,507,507,0
anon_S728E,670,670,0
anon_S3447E,664,597,67
anon_S4555E,-1,-1,na
anon_S5791E,609,-1,na
anon_S4118E,725.21,780,-54.79
anon_S5653E,658,658,0
anon_S1269E,-1,-1,na
anon_S3641E,731.98,-1,na
anon_S390E,-1,-1,na
anon_S3857E,657.8,-1,na
anon_S3778E,731.98,-1,na
anon_S2129E,744,682,62
anon_S4764E,718,-1,na
anon_S1961E,888.3,586,302.3
anon_S999E,650,650,0
anon_S199E,584,584,0
anon_S1356E,573,573,0
anon_S574E,744.34,-1,na
anon_S1750E,620,519,101
anon_S4793E,573,573,0
anon_S4742E,717.2,411,306.2
anon_S4739E,756.3,464,292.3
anon_S5520E,700,700,0
anon_S2647E,733.14,573,160.14
anon_S71E,749,749,0
anon_S519E,696,696,0
anon_S967E,674,674,0
anon_S3525E,454,454,0
anon_S1099E,595,595,0
anon_S5766E,609,582,27
anon_S4884E,648,648,0
anon_S4913E,738.83,522,216.83
anon_S1452E,620,741,-121
anon_S4611E,586,586,0
anon_S1627E,555,555,0
anon_S1296E,641,641,0
anon_S3478E,659.23,731,-71.77
anon_S4586E,746.35,683,63.35
anon_S1434E,-1,-1,na
anon_S3831E,724.29,673,51.29
anon_S1469E,894.92,669,225.92
anon_S2112E,672,618,54
anon_S5826E,899.99,-1,na
anon_S3578E,531.28,660,-128.72
anon_S37E,672,672,0
anon_S5024E,877.71,501,376.71
anon_S408E,602,602,0
anon_S3380E,657.8,508,149.8
anon_S2995E,657.8,424,233.8
anon_S2560E,695,484,211
anon_S6028E,537,537,0
anon_S1397E,-1,-1,na
anon_S2893E,578,-1,na
anon_S5436E,756.3,-1,na
anon_S1512E,853.43,554,299.43
anon_S4513E,567,567,0
anon_S167E,747.01,577,170.01
anon_S3620E,617,-1,na
anon_S872E,565,565,0
anon_S4342E,488,488,0
anon_S4826E,873.34,615,258.34
anon_S599E,665,665,0
anon_S3177E,761,791,-30
anon_S577E,893.98,732,161.98
anon_S949E,694,694,0
anon_S3195E,899.48,456,443.48
anon_S1182E,634,634,0
anon_S3543E,752,752,0
anon_S2597E,685,419,266
anon_S1019E,633,633,0
anon_S3057E,761,443,318
anon_S3904E,644,452,192
anon_S2956E,747.44,513,234.44
anon_S881E,690,690,0
anon_S2611E,683,676,7
anon_S2960E,879.91,643,236.91
anon_S4300E,711,421,290
anon_S5885E,524,524,0
anon_S5380E,481,481,0
anon_S96E,-1,-1,na
anon_S1131E,601,601,0
anon_S763E,659,659,0
anon_S1944E,620,599,21
anon_S312E,737.09,587,150.09
anon_S2338E,746.41,691,55.41
anon_S745E,376,376,0
anon_S4204E,747.91,537,210.91
anon_S329E,830.07,629,201.07
anon_S3592E,724.29,694,30.29
anon_S5918E,498,498,0
anon_S4339E,536,536,0
anon_S5642E,499,499,0
anon_S2454E,525,433,92
anon_S1723E,620,698,-78
anon_S5529E,479,479,0
anon_S1592E,698,649,49
anon_S4709E,898.27,294,604.27
anon_S1455E,378,527,-149
anon_S265E,845.41,593,252.41
anon_S5598E,874.42,690,184.42
anon_S2544E,378,568,-190
anon_S2501E,717.27,511,206.27
anon_S1368E,-1,-1,na
anon_S5618E,663,663,0
anon_S2160E,620,591,29
anon_S1991E,632,547,85
anon_S1275E,389,389,0
anon_S1220E,638,638,0
anon_S4193E,655,655,0
anon_S2680E,889.53,501,388.53
anon_S5518E,734,734,0
anon_S1806E,711,-1,na
anon_S2210E,843.73,-1,na
anon_S3245E,724.29,670,54.29
anon_S3232E,525,505,20
anon_S2760E,664,532,132
anon_S5153E,-1,-1,na
anon_S4177E,323,323,0
anon_S289E,649,495,154
anon_S5320E,458,458,0
anon_S2146E,588,548,40
anon_S5375E,624,624,0
anon_S5833E,874.42,471,403.42
anon_S5698E,609,578,31
anon_S5972E,740.34,521,219.34
anon_S3314E,725.12,578,147.12
anon_S4627E,737.54,636,101.54
anon_S4972E,737.54,447,290.54
anon_S4514E,-1,-1,na
anon_S1731E,620,604,16
anon_S5727E,609,576,33
anon_S4260E,899.87,736,163.87
anon_S4235E,731.98,-1,na
anon_S556E,565,565,0
anon_S6060E,841.35,565,276.35
anon_S3036E,711,535,176
anon_S3486E,593,601,-8
anon_S3431E,661,693,-32
anon_S3464E,706,579,127
anon_S2575E,888.3,440,448.3
anon_S5758E,609,541,68
anon_S3814E,657.8,460,197.8
anon_S3332E,647,-1,na
anon_S3349E,731.98,-1,na
anon_S1546E,620,550,70
anon_S4914E,736,514,222
anon_S2283E,821.29,742,79.29
anon_S4017E,724.29,522,202.29
anon_S5705E,609,-1,na
anon_S4789E,533,533,0
anon_S412E,609,609,0
anon_S1478E,731.98,-1,na
anon_S4994E,538,503,35
anon_S471E,730.49,710,20.49
anon_S2040E,651,508,143
anon_S4845E,-1,-1,na
anon_S2015E,866.13,511,355.13
anon_S4898E,465,465,0
anon_S3014E,812,528,284
anon_S4500E,690,373,317
anon_S4685E,741.05,623,118.05
anon_S416E,-1,-1,na
anon_S2838E,853.43,635,218.43
anon_S6093E,854.26,559,295.26
anon_S3109E,748.74,731,17.74
anon_S14E,626,626,0
anon_S41E,706,706,0
anon_S5005E,771.81,565,206.81
anon_S5072E,620,508,112
anon_S538E,390,390,0
anon_S4401E,440,606,-166
anon_S6049E,691.67,469,222.67
anon_S4958E,730,730,0
anon_S5058E,620,677,-57
anon_S2324E,626,532,94
anon_S697E,624,624,0
anon_S5298E,739.94,629,110.94
anon_S3189E,650,515,135
anon_S4060E,858.18,497,361.18
anon_S1083E,674,674,0
anon_S6114E,740.82,542,198.82
anon_S5579E,635,635,0
anon_S1004E,732,732,0
anon_S1827E,899.87,606,293.87
anon_S3425E,601,483,118
anon_S5561E,522,522,0
anon_S5411E,559,-1,na
anon_S1686E,620,523,97
anon_S4867E,747.41,600,147.41
anon_S438E,453,453,0
anon_S5811E,609,-1,na
anon_S2423E,588,503,85
anon_S784E,-1,-1,na
anon_S335E,546,546,0
anon_S5480E,522.57,518,4.57
anon_S5477E,709,709,0
anon_S3154E,899.48,662,237.48
anon_S3123E,650,548,102
anon_S4472E,602,305,297
anon_S1958E,826.49,526,300.49
anon_S4459E,711,542,169
anon_S5660E,-1,-1,na
anon_S2185E,578.89,601,-22.11
anon_S1525E,733.14,671,62.14
anon_S1905E,705,661,44
anon_S2211E,620,642,-22
anon_S1898E,649,513,136
anon_S5497E,607,607,0
anon_S4318E,601,385,216
anon_S715E,679,679,0
anon_S5234E,675,675,0
anon_S5261E,666,609,57
anon_S5564E,720.36,554,166.36
anon_S5953E,505,505,0
anon_S2745E,891.96,672,219.96
anon_S3984E,644,323,321
anon_S240E,864.03,628,236.03
anon_S483E,741.63,557,184.63
anon_S3601E,690,634,56
anon_S1818E,593,548,45
anon_S4398E,657.8,563,94.8
anon_S5415E,771.81,-1,na
anon_S1678E,698,567,131
anon_S3215E,588,507,81
anon_S4740E,733.3,525,208.3
anon_S5112E,-1,-1,na
anon_S392E,577,577,0
anon_S343E,589,589,0
anon_S3441E,602,559,43
anon_S5433E,737.54,598,139.54
anon_S2505E,849.65,639,210.65
anon_S3808E,531.28,-1,na
anon_S5651E,526,526,0
anon_S2336E,649,529,120
anon_S5604E,722.51,537,185.51
anon_S3855E,897.47,560,337.47
anon_S2476E,610,367,243
anon_S1963E,763,647,116
anon_S1506E,602,624,-22
anon_S3379E,579,530,49
anon_S4567E,682,682,0
anon_S4098E,661,-1,na
anon_S2649E,711,-1,na
anon_S517E,888.14,723,165.14
anon_S965E,529,529,0
anon_S238E,835.07,600,235.07
anon_S912E,657,657,0
anon_S31E,644,644,0
anon_S3523E,619,619,0
anon_S3653E,747.44,576,171.44
anon_S5764E,609,515,94
anon_S4886E,663,663,0
anon_S3968E,647,591,56
anon_S4613E,895.07,518,377.07
anon_S4266E,578,-1,na
anon_S4229E,620,772,-152
anon_S4766E,737.54,504,233.54
anon_S4580E,593,593,0
anon_S1625E,620,519,101
anon_S2114E,721,-1,na
anon_S5828E,847.89,390,457.89
anon_S1294E,592,592,0
anon_S1241E,-1,-1,na
anon_S5026E,629,629,0
anon_S5091E,503,503,0
anon_S3888E,593,-1,na
anon_S4112E,674.96,560,114.96
anon_S3833E,525,494,31
anon_S3750E,525,-1,na
anon_S2562E,812,537,275
anon_S1395E,-1,-1,na
anon_S2279E,731.98,-1,na
anon_S2354E,888.14,554,334.14
anon_S2784E,489,578,-89
anon_S2997E,711,527,184
anon_S4047E,566,-1,na
anon_S874E,683,683,0
anon_S4340E,607,607,0
anon_S3766E,650,-1,na
anon_S4824E,890.11,-1,na
anon_S2036E,713,687,26
anon_S571E,-1,-1,na
anon_S3193E,721,-1,na
anon_S1180E,643,643,0
anon_S2591E,711,684,27
anon_S4911E,727.08,651,76.08
anon_S4944E,664,664,0
anon_S4449E,745,505,240
anon_S4283E,602,420,182
anon_S3055E,894.92,517,377.92
anon_S3906E,843.73,565,278.73
anon_S4029E,661,-1,na
anon_S883E,601,601,0
anon_S138E,-1,-1,na
anon_S852E,-1,-1,na
anon_S5495E,611,611,0
anon_S829E,763,763,0
anon_S5242E,864.12,580,284.12
anon_S5543E,537,537,0
anon_S2862E,651,513,138
anon_S1179E,405,405,0
anon_S4457E,724.29,576,148.29
anon_S2885E,657.8,638,19.8
anon_S738E,519,519,0
anon_S5173E,899.4,514,385.4
anon_S5108E,700,378,322
anon_S94E,850.52,710,140.52
anon_S5507E,-1,-1,na
anon_S2958E,793.72,-1,na
anon_S2237E,731.98,633,98.98
anon_S165E,-1,-1,na
anon_S2859E,664,515,149
anon_S444E,631,631,0
anon_S3590E,736.58,466,270.58
anon_S743E,526,526,0
anon_S5202E,861.73,601,260.73
anon_S4314E,601,559,42
anon_S610E,610,610,0
anon_S2144E,886.1,548,338.1
anon_S267E,649,626,23
anon_S5228E,567,567,0
anon_S3807E,657.8,490,167.8
anon_S1606E,769.9,693,76.9
anon_S1993E,601,561,40
anon_S1277E,524,524,0
anon_S1851E,736.58,647,89.58
anon_S5378E,598,598,0
anon_S3230E,657.8,488,169.8
anon_S2639E,742.92,581,161.92
anon_S4191E,486,486,0
anon_S2682E,717.27,541,176.27
anon_S5304E,605,605,0
anon_S5188E,663,596,67
anon_S2766E,725.21,753,-27.79
anon_S5155E,603,562,41
anon_S5230E,522,522,0
anon_S5603E,412,412,0
anon_S5377E,498,498,0
anon_S5265E,740.28,520,220.28
anon_S5970E,392,392,0
anon_S4413E,642,651,-9
anon_S1733E,705,563,142
anon_S3316E,736.58,754,-17.42
anon_S4262E,531.28,-1,na
anon_S4233E,525,526,-1
anon_S554E,283,283,0
anon_S3462E,601,538,63
anon_S4179E,723,723,0
anon_S5725E,770,555,215
anon_S1544E,725.21,698,27.21
anon_S5348E,599,599,0
anon_S2162E,489,778,-289
anon_S4105E,684.15,549,135.15
anon_S2285E,731.98,-1,na
anon_S4206E,632,657,-25
anon_S2857E,899.76,659,240.76
anon_S3330E,845.41,-1,na
anon_S4787E,531,531,0
anon_S79E,747.16,-1,na
anon_S2653E,531.28,744,-212.72
anon_S1772E,870.8,604,266.8
anon_S5637E,660,660,0
anon_S5707E,495,612,-117
anon_S2017E,744.05,625,119.05
anon_S4066E,602,-1,na
anon_S1081E,726,726,0
anon_S4683E,747.44,625,122.44
anon_S414E,-1,-1,na
anon_S463E,620,620,0
anon_S2836E,742.92,474,268.92
anon_S76E,853.43,743,110.43
anon_S4847E,618.89,634,-15.11
anon_S12E,745,745,0
anon_S6014E,537,537,0
anon_S5070E,718,598,120
anon_S4943E,567.79,546,21.79
anon_S581E,603.76,-1,na
anon_S284E,649,675,-26
anon_S6095E,548,548,0
anon_S935E,597,597,0
anon_S43E,747.91,721,26.91
anon_S3557E,-1,-1,na
anon_S3030E,849.65,569,280.65
anon_S636E,-1,-1,na
anon_S3921E,731.98,501,230.98
anon_S2614E,608,515,93
anon_S5670E,626,626,0
anon_S4131E,623,-1,na
anon_S4502E,711,313,398
anon_S4164E,617,617,0
anon_S3827E,853.43,636,217.43
anon_S5475E,677,677,0
anon_S4251E,657.8,-1,na
anon_S4008E,739,604,135
anon_S6022E,-1,-1,na
anon_S1821E,778.52,550,228.52
anon_S6073E,635,416,219
anon_S1688E,746.86,646,100.86
anon_S789E,484,484,0
anon_S2425E,657.8,-1,na
anon_S2028E,871.52,706,165.52
anon_S4865E,746.35,530,216.35
anon_S4530E,526,526,0
anon_S5992E,744.89,665,79.89
anon_S899E,681,681,0
anon_S5813E,609,580,29
anon_S5428E,771.81,-1,na
anon_S3121E,650,594,56
anon_S4474E,632,-1,na
anon_S4496E,659.23,392,267.23
anon_S4930E,689,689,0
anon_S3925E,657.8,579,78.8
anon_S1903E,735.26,562,173.26
anon_S4506E,730.92,543,187.92
anon_S1768E,748.74,590,158.74
anon_S1527E,853.43,589,264.43
anon_S5236E,643,643,0
anon_S2670E,853.43,536,317.43
anon_S5566E,528,528,0
anon_S2747E,891.96,554,337.96
anon_S5413E,877.71,617,260.71
anon_S3986E,845.41,759,86.41
anon_S4407E,683,685,-2
anon_S5955E,517,517,0
anon_S4630E,620,692,-72
anon_S485E,745.52,544,201.52
anon_S3607E,888.14,655,233.14
anon_S4321E,-1,-1,na
anon_S5674E,-1,-1,na
anon_S2082E,612,612,0
anon_S246E,647,647,0
anon_S5508E,503,503,0
anon_S3217E,588,624,-36
anon_S4746E,717.2,508,209.2
anon_S545E,542,542,0
anon_S1490E,792,664,128
anon_S341E,520,520,0
anon_S3443E,760,501,259
anon_S1516E,853.43,675,178.43
anon_S6051E,743.02,578,165.02
anon_S5301E,556,556,0
anon_S5606E,531,531,0
anon_S3853E,849.65,526,323.65
anon_S4954E,636,636,0
anon_S3282E,-1,-1,na
anon_S717E,637,637,0
anon_S3279E,531.28,755,-223.72
anon_S5463E,734,685,49
anon_S3811E,731.98,-1,na
anon_S5194E,663,495,168
anon_S3694E,704,616,88
anon_S4375E,621,621,0
anon_S5628E,770,770,0
anon_S4545E,-1,-1,na
anon_S3797E,696,592,104
anon_S548E,721,537,184
anon_S910E,-1,-1,na
anon_S3521E,601,665,-64
anon_S3574E,695,636,59
anon_S33E,891.96,720,171.96
anon_S5879E,609,507,102
anon_S5093E,446,446,0
anon_S5762E,609,575,34
anon_S515E,530,530,0
anon_S3966E,593,-1,na
anon_S3429E,891.96,560,331.96
anon_S4615E,516,513,3
anon_S4940E,573,-1,na
anon_S4768E,718,-1,na
anon_S4582E,409,409,0
anon_S4533E,-1,-1,na
anon_S1055E,573,573,0
anon_S1243E,561,561,0
anon_S628E,612,612,0
anon_S4110E,657.8,549,108.8
anon_S4510E,512,512,0
anon_S4633E,620,618,2
anon_S3752E,642,531,111
anon_S4648E,808.9,561,247.9
anon_S2116E,706,629,77
anon_S117E,677,594,83
anon_S428E,801,801,0
anon_S850E,574,574,0
anon_S2311E,649,501,148
anon_S2999E,761,661,100
anon_S5550E,712,712,0
anon_S59E,731.98,562,169.98
anon_S5424E,771.81,-1,na
anon_S4517E,517,517,0
anon_S2875E,713,770,-57
anon_S1393E,636,636,0
anon_S2786E,664,592,72
anon_S8E,651,651,0
anon_S4822E,714.49,517,197.49
anon_S2061E,731.98,504,227.98
anon_S2034E,733.14,-1,na
anon_S2334E,761,574,187
anon_S4568E,617,617,0
anon_S2593E,657.8,449,208.8
anon_S2542E,853.43,303,550.43
anon_S4946E,586,586,0
anon_S4281E,601,608,-7
anon_S573E,603.76,-1,na
anon_S3191E,721,-1,na
anon_S3053E,725.21,533,192.21
anon_S3900E,366,366,0
anon_S4535E,584,584,0
anon_S4552E,-1,-1,na
anon_S1500E,763,-1,na
anon_S5535E,-1,-1,na
anon_S4437E,531.28,586,-54.72
anon_S682E,598,598,0
anon_S5889E,597,597,0
anon_S5384E,409,409,0
anon_S794E,-1,-1,na
anon_S4368E,844.62,774,70.62
anon_S2411E,649,562,87
anon_S4138E,891.96,592,299.96
anon_S5541E,593,593,0
anon_S5171E,899.4,529,370.4
anon_S2739E,651,717,-66
anon_S72E,766.31,544,222.31
anon_S92E,892.49,706,186.49
anon_S1135E,564,564,0
anon_S4422E,657.8,456,201.8
anon_S1402E,-1,-1,na
