node,new_score,original_score,diff(new-origin)
anon_S1614E,642,534,108
anon_S2807E,849.65,682,167.65
anon_S1287E,692,692,0
anon_S6000E,744.89,518,226.89
anon_S664E,623,623,0
anon_S631E,631,631,0
anon_S3871E,744.15,-1,na
anon_S3796E,647,520,127
anon_S2103E,898.78,593,305.78
anon_S954E,615,615,0
anon_S909E,619,619,0
anon_S5057E,865.49,555,310.49
anon_S385E,-1,-1,na
anon_S5513E,729,729,0
anon_S5318E,-1,-1,na
anon_S3433E,664,563,101
anon_S1736E,697,697,0
anon_S5253E,892.85,505,387.85
anon_S1347E,665,665,0
anon_S4717E,877.71,502,375.71
anon_S584E,731.98,-1,na
anon_S281E,566,566,0
anon_S5989E,744.89,646,98.89
anon_S566E,644,-1,na
anon_S932E,587,587,0
anon_S3503E,708,723,-15
anon_S3492E,888.14,575,313.14
anon_S5740E,609,-1,na
anon_S4935E,651,651,0
anon_S5854E,883.8,674,209.8
anon_S894E,652,652,0
anon_S4891E,349,349,0
anon_S2012E,731.98,-1,na
anon_S2906E,744,-1,na
anon_S1412E,-1,-1,na
anon_S1443E,601,601,0
anon_S2831E,657.8,305,352.8
anon_S464E,736.58,610,126.58
anon_S5576E,749.25,451,298.25
anon_S3552E,547,547,0
anon_S2586E,652,576,76
anon_S5075E,743.25,675,68.25
anon_S2221E,744,676,68
anon_S2378E,792,671,121
anon_S2219E,731.98,568,163.98
anon_S2274E,733.14,524,209.14
anon_S2817E,657.8,-1,na
anon_S2087E,578.89,654,-75.11
anon_S3983E,893.28,734,159.28
anon_S5205E,861.73,538,323.73
anon_S5558E,499,499,0
anon_S3671E,602,573,29
anon_S1796E,761,663,98
anon_S2337E,731.98,578,153.98
anon_S2480E,657.8,428,229.8
anon_S5454E,718,528,190
anon_S4800E,531,531,0
anon_S2347E,612,612,0
anon_S2980E,889.87,476,413.87
anon_S2361E,812,668,144
anon_S4207E,898.78,520,378.78
anon_S4491E,711,355,356
anon_S4553E,-1,-1,na
anon_S2078E,894.92,-1,na
anon_S3071E,525,-1,na
anon_S154E,649,649,0
anon_S805E,501,501,0
anon_S2677E,899.48,542,357.48
anon_S1078E,505,505,0
anon_S2695E,711,-1,na
anon_S2243E,620,704,-84
anon_S1897E,608,534,74
anon_S3272E,899.1,601,298.1
anon_S5193E,663,487,176
anon_S2757E,657.8,419,238.8
anon_S5124E,-1,-1,na
anon_S4571E,734,656,78
anon_S4125E,-1,-1,na
anon_S5623E,876.41,-1,na
anon_S196E,738.76,619,119.76
anon_S164E,725.21,599,126.21
anon_S723E,528,528,0
anon_S1472E,747.44,566,181.44
anon_S113E,581,581,0
anon_S2225E,708,481,227
anon_S5498E,451,451,0
anon_S303E,748.15,593,155.15
anon_S2315E,677,538,139
anon_S1106E,695,695,0
anon_S5146E,696.77,495,201.77
anon_S5853E,744.89,587,157.89
anon_S1951E,672,601,71
anon_S5449E,738.16,-1,na
anon_S3777E,531.28,623,-91.72
anon_S3309E,440,-1,na
anon_S2292E,711,452,259
anon_S5718E,575.85,642,-66.15
anon_S758E,629,629,0
anon_S4556E,578,578,0
anon_S1327E,-1,-1,na
anon_S1246E,588,588,0
anon_S1495E,730.4,606,124.4
anon_S1860E,849.65,560,289.65
anon_S5798E,609,617,-8
anon_S4400E,711,636,75
anon_S4736E,717.2,476,241.2
anon_S344E,533,533,0
anon_S600E,289,289,0
anon_S1677E,677,669,8
anon_S5658E,621,621,0
anon_S2120E,603,603,0
anon_S5255E,888.86,689,199.86
anon_S1260E,-1,-1,na
anon_S4618E,737.54,689,48.54
anon_S2545E,889.87,-1,na
anon_S2532E,657.8,-1,na
anon_S2815E,-1,-1,na
anon_S1373E,-1,-1,na
anon_S5285E,609,682,-73
anon_S578E,747.07,485,262.07
anon_S687E,457,457,0
anon_S3001E,742.92,599,143.92
anon_S1012E,652,652,0
anon_S1595E,671,671,0
anon_S3402E,849.65,595,254.65
anon_S4598E,-1,-1,na
anon_S4968E,620,560,60
anon_S3389E,657.8,-1,na
anon_S3759E,657.8,-1,na
anon_S3367E,626,-1,na
anon_S4636E,559,559,0
anon_S1560E,883.6,515,368.6
anon_S231E,683,711,-28
anon_S915E,548,548,0
anon_S3573E,760,667,93
anon_S4963E,307,307,0
anon_S4998E,877.71,594,283.71
anon_S4247E,659.23,-1,na
anon_S5983E,744.89,609,135.89
anon_S5736E,575.85,550,25.85
anon_S5611E,591,591,0
anon_S4758E,717.2,511,206.2
anon_S3027E,647,565,82
anon_S3963E,726.71,540,186.71
anon_S2066E,588,634,-46
anon_S2432E,898.78,561,337.78
anon_S5E,692,692,0
anon_S2449E,891.96,634,257.96
anon_S443E,583,583,0
anon_S3599E,617,596,21
anon_S3163E,650,-1,na
anon_S1165E,668,668,0
anon_S320E,538,538,0
anon_S478E,525,525,0
anon_S820E,663,663,0
anon_S4858E,852.98,604,248.98
anon_S5032E,888.34,596,292.34
anon_S3890E,849.65,315,534.65
anon_S4698E,620,480,140
anon_S137E,668,668,0
anon_S5641E,-1,-1,na
anon_S3519E,647,653,-6
anon_S1038E,660,660,0
anon_S2888E,731.98,-1,na
anon_S2355E,686,686,0
anon_S5924E,499,499,0
anon_S4358E,583,583,0
anon_S1475E,744,466,278
anon_S3999E,632,556,76
anon_S2470E,677,399,278
anon_S4198E,647,721,-74
anon_S255E,714.42,662,52.42
anon_S2689E,849.83,518,331.83
anon_S2504E,610,518,92
anon_S492E,526,526,0
anon_S576E,744.34,-1,na
anon_S3636E,899.87,589,310.87
anon_S1079E,597,597,0
anon_S4508E,685,685,0
anon_S5851E,578,578,0
anon_S1049E,-1,-1,na
anon_S1036E,544,544,0
anon_S2869E,747.44,532,215.44
anon_S1048E,559,559,0
anon_S1147E,-1,-1,na
anon_S2736E,821.29,590,231.29
anon_S2386E,677,640,37
anon_S2331E,620,583,37
anon_S5404E,457,457,0
anon_S1138E,672,672,0
anon_S1972E,588,522,66
anon_S506E,769.9,696,73.9
anon_S1923E,649,527,122
anon_S2348E,730.4,652,78.4
anon_S75E,731.98,638,93.98
anon_S3346E,731.98,-1,na
anon_S5245E,744.89,688,56.89
anon_S4780E,570,570,0
anon_S4777E,479,479,0
anon_S2654E,867.34,496,371.34
anon_S5207E,865.49,585,280.49
anon_S2623E,652,585,67
anon_S5979E,449,449,0
anon_S5906E,600,600,0
anon_S2438E,725.21,281,444.21
anon_S2714E,657.8,561,96.8
anon_S1114E,-1,-1,na
anon_S1538E,705,578,127
anon_S4012E,899.48,609,290.48
anon_S2901E,566,461,105
anon_S2609E,844.73,777,67.73
anon_S1501E,835.36,531,304.36
anon_S4069E,440,-1,na
anon_S1773E,766.31,511,255.31
anon_S4372E,494,494,0
anon_S700E,572,572,0
anon_S1612E,677,676,1
anon_S1281E,550,550,0
anon_S4174E,515,515,0
anon_S3822E,745.52,-1,na
anon_S2101E,766.31,473,293.31
anon_S5677E,635,668,-33
anon_S5330E,739.51,544,195.51
anon_S5168E,700,508,192
anon_S5051E,620,543,77
anon_S3328E,731.98,526,205.98
anon_S3873E,899.87,254,645.87
anon_S5868E,575.85,580,-4.15
anon_S383E,-1,-1,na
anon_S378E,-1,-1,na
anon_S6065E,864.12,542,322.12
anon_S4711E,667,667,0
anon_S586E,899.53,546,353.53
anon_S3102E,896.39,556,340.39
anon_S564E,745.81,553,192.81
anon_S3505E,565,721,-156
anon_S3550E,455,455,0
anon_S2584E,891.96,535,356.96
anon_S6034E,-1,-1,na
anon_S5742E,609,587,22
anon_S6043E,-1,-1,na
anon_S2479E,636,425,211
anon_S3490E,695,-1,na
anon_S3048E,717,675,42
anon_S3917E,714.42,-1,na
anon_S626E,733,733,0
anon_S892E,630,630,0
anon_S869E,543,543,0
anon_S5208E,865.49,512,353.49
anon_S6112E,728,518,210
anon_S952E,603,603,0
anon_S5779E,864.12,654,210.12
anon_S4897E,620,620,0
anon_S4134E,632,744,-112
anon_S4161E,563,563,0
anon_S4664E,620,586,34
anon_S6087E,898.55,538,360.55
anon_S5841E,744.89,-1,na
anon_S4269E,601,628,-27
anon_S3677E,617,656,-39
anon_S4326E,657.8,573,84.8
anon_S292E,899.91,522,377.91
anon_S4802E,644,644,0
anon_S5588E,899.79,780,119.79
anon_S2085E,769.9,574,195.9
anon_S2050E,620,593,27
anon_S3128E,650,610,40
anon_S2986E,658,373,285
anon_S4937E,637,637,0
anon_S2515E,681,633,48
anon_S2246E,565,653,-88
anon_S896E,626,626,0
anon_S5421E,733.3,569,164.3
anon_S3936E,878.01,623,255.01
anon_S3953E,602,551,51
anon_S3073E,711,764,-53
anon_S4551E,-1,-1,na
anon_S4504E,-1,-1,na
anon_S152E,748.15,644,104.15
anon_S3655E,733.14,712,21.14
anon_S807E,-1,-1,na
anon_S3688E,898.78,-1,na
anon_S4839E,573,-1,na
anon_S2260E,725.21,612,113.21
anon_S2693E,738.23,572,166.23
anon_S2948E,626,538,88
anon_S1891E,849.65,565,284.65
anon_S3270E,845.41,385,460.41
anon_S3225E,730.4,587,143.4
anon_S2755E,858.18,533,325.18
anon_S5126E,-1,-1,na
anon_S5383E,584,584,0
anon_S5621E,-1,-1,na
anon_S194E,873.61,648,225.61
anon_S5947E,548,548,0
anon_S5243E,635,662,-27
anon_S2373E,749,535,214
anon_S3111E,531.28,612,-80.72
anon_S5503E,670,670,0
anon_S5393E,471,471,0
anon_S3608E,851.04,688,163.04
anon_S1104E,666,666,0
anon_S725E,525,525,0
anon_S1953E,666,666,0
anon_S4456E,657.8,634,23.8
anon_S5148E,549,549,0
anon_S301E,749.44,535,214.44
anon_S2536E,745,551,194
anon_S3775E,731.98,471,260.98
anon_S3307E,731.98,-1,na
anon_S3702E,623,540,83
anon_S1559E,700.05,684,16.05
anon_S2122E,642,417,225
anon_S2290E,853.43,560,293.43
anon_S5716E,575.85,541,34.85
anon_S4137E,899.48,591,308.48
anon_S1248E,622,622,0
anon_S5111E,-1,-1,na
anon_S1862E,746.86,655,91.86
anon_S4734E,663,556,107
anon_S4201E,840.12,647,193.12
anon_S1497E,626,578,48
anon_S276E,744.34,-1,na
anon_S2380E,898.78,720,178.78
anon_S1793E,620,549,71
anon_S1671E,695,443,252
anon_S1939E,642,536,106
anon_S1266E,-1,-1,na
anon_S5640E,609,609,0
anon_S783E,-1,-1,na
anon_S1564E,593,511,82
anon_S2487E,601,595,6
anon_S1719E,602,571,31
anon_S3869E,651,582,69
anon_S1319E,-1,-1,na
anon_S4288E,657.8,552,105.8
anon_S1375E,577,577,0
anon_S5287E,609,551,58
anon_S4562E,455,455,0
anon_S1597E,620,702,-82
anon_S3404E,674.96,410,264.96
anon_S3361E,733.14,-1,na
anon_S4634E,620,552,68
anon_S4643E,556,556,0
anon_S1562E,649,533,116
anon_S4961E,-1,-1,na
anon_S1744E,620,713,-93
anon_S5730E,609,497,112
anon_S1353E,-1,-1,na
anon_S1328E,585,585,0
anon_S2228E,739,471,268
anon_S541E,-1,-1,na
anon_S3025E,602,430,172
anon_S3961E,608,512,96
anon_S3422E,601,547,54
anon_S3459E,885.35,612,273.35
anon_S5981E,744.89,-1,na
anon_S4870E,875.23,-1,na
anon_S4048E,748.74,621,127.74
anon_S3696E,578.89,358,220.89
anon_S5802E,609,-1,na
anon_S7E,636,636,0
anon_S2430E,610,415,195
anon_S74E,746.98,-1,na
anon_S322E,747.55,558,189.55
anon_S4210E,724.28,-1,na
anon_S3161E,565,663,-98
anon_S3134E,650,567,83
anon_S3531E,622,622,0
anon_S1695E,792,531,261
anon_S1351E,576,576,0
anon_S4856E,898.27,685,213.27
anon_S685E,689,689,0
anon_S105E,434,434,0
anon_S3896E,525,495,30
anon_S1408E,681,681,0
anon_S131E,-1,-1,na
anon_S1992E,677,640,37
anon_S235E,774,774,0
anon_S29E,897.47,711,186.47
anon_S52E,730.4,660,70.4
anon_S5030E,535,535,0
anon_S5065E,620,715,-95
anon_S6123E,610,610,0
anon_S299E,735.08,570,165.08
anon_S5926E,656,656,0
anon_S2730E,593,590,3
anon_S2333E,711,718,-7
anon_S3997E,663,634,29
anon_S4053E,588,526,62
anon_S4570E,336,336,0
anon_S257E,898.65,561,337.65
anon_S490E,899.87,719,180.87
anon_S3634E,845.41,-1,na
anon_S2416E,647,402,245
anon_S5873E,609,583,26
anon_S4416E,657.8,429,228.8
anon_S5354E,677,677,0
anon_S848E,-1,-1,na
anon_S2362E,706,666,40
anon_S1648E,853.43,635,218.43
anon_S1145E,645,645,0
anon_S1190E,-1,-1,na
anon_S188E,895.29,-1,na
anon_S2921E,711,441,270
anon_S1925E,882.76,626,256.76
anon_S1970E,708,543,165
anon_S3344E,731.98,527,204.98
anon_S4728E,717.2,478,239.2
anon_S5209E,898.76,536,362.76
anon_S2621E,602,502,100
anon_S1536E,378,533,-155
anon_S5697E,575.85,554,21.85
anon_S5904E,516,516,0
anon_S4370E,682,682,0
anon_S706E,-1,-1,na
anon_S2342E,733.14,734,-0.86
anon_S5595E,899.94,734,165.94
anon_S268E,731.98,641,90.98
anon_S2257E,489,628,-139
anon_S4713E,861.73,465,396.73
anon_S3469E,843.73,565,278.73
anon_S3093E,651,572,79
anon_S4454E,610,653,-43
anon_S1610E,709,735,-26
anon_S2107E,647,571,76
anon_S5679E,635,709,-74
anon_S5332E,448,448,0
anon_S1283E,616,616,0
anon_S1987E,642,540,102
anon_S1234E,517,517,0
anon_S5053E,828.3,617,211.3
anon_S5082E,734,629,105
anon_S3391E,657.8,419,238.8
anon_S4468E,661,-1,na
anon_S3792E,565,698,-133
anon_S4608E,556,556,0
anon_S3725E,867.34,689,178.34
anon_S5857E,744.89,599,145.89
anon_S1021E,556,556,0
anon_S4775E,634,634,0
anon_S381E,613,613,0
anon_S376E,676,676,0
anon_S2896E,617,-1,na
anon_S562E,716.42,562,154.42
anon_S3507E,601,678,-77
anon_S19E,725.21,708,17.21
anon_S2582E,899.87,711,188.87
anon_S2579E,711,741,-30
anon_S1727E,899.91,576,323.91
anon_S5079E,851.51,708,143.51
anon_S5744E,575.85,640,-64.15
anon_S2852E,705,594,111
anon_S4294E,730.4,568,162.4
anon_S533E,744.15,711,33.15
anon_S3940E,632,612,20
anon_S3915E,578.89,752,-173.11
anon_S4528E,743.55,611,132.55
anon_S890E,624,624,0
anon_S867E,671,671,0
anon_S1775E,620,679,-59
anon_S6125E,446,446,0
anon_S4147E,440,-1,na
anon_S950E,682,682,0
anon_S905E,495,495,0
anon_S6013E,539,539,0
anon_S1088E,598,598,0
anon_S1161E,-1,-1,na
anon_S4895E,609,575,34
anon_S4744E,717.2,586,131.2
anon_S4136E,632,542,90
anon_S4923E,738.49,521,217.49
anon_S4666E,-1,-1,na
anon_S150E,-1,-1,na
anon_S457E,-1,-1,na
anon_S6085E,744.89,531,213.89
anon_S4901E,656,656,0
anon_S4804E,687,687,0
anon_S2052E,588,-1,na
anon_S4071E,657.8,506,151.8
anon_S4939E,573,-1,na
anon_S2517E,642,572,70
anon_S5423E,710,585,125
anon_S2984E,745,661,84
anon_S3075E,696,611,85
anon_S4001E,733.14,564,169.14
anon_S4054E,710,-1,na
anon_S133E,686,686,0
anon_S801E,-1,-1,na
anon_S1893E,620,737,-117
anon_S1842E,748,748,0
anon_S1839E,649,599,50
anon_S3227E,593,598,-5
anon_S6001E,744.89,522,222.89
anon_S2691E,681,515,166
anon_S6054E,892.85,-1,na
anon_S2753E,761,425,336
anon_S5120E,-1,-1,na
anon_S5689E,609,586,23
anon_S5945E,342,342,0
anon_S3434E,664,524,140
anon_S5117E,-1,-1,na
anon_S5501E,400,400,0
anon_S5554E,575.85,634,-58.15
anon_S2871E,705,671,34
anon_S6101E,783.13,634,149.13
anon_S3675E,723,682,41
anon_S4393E,632,632,0
anon_S1102E,504,504,0
anon_S727E,656,656,0
anon_S790E,558,558,0
anon_S1007E,705,705,0
anon_S5494E,616,616,0
anon_S2329E,899.48,562,337.48
anon_S3140E,721,-1,na
anon_S3700E,749.03,554,195.03
anon_S3358E,649,506,143
anon_S2124E,721,598,123
anon_S5609E,-1,-1,na
anon_S2296E,748.02,580,168.02
anon_S4980E,710,520,190
anon_S3305E,717,645,72
anon_S3298E,626,-1,na
anon_S5469E,606,606,0
anon_S2666E,849.65,498,351.65
anon_S2803E,626,701,-75
anon_S1374E,651,651,0
anon_S1044E,560,560,0
anon_S5714E,729.66,512,217.66
anon_S1864E,891.96,523,368.96
anon_S1499E,647,630,17
anon_S274E,849.83,674,175.83
anon_S1673E,626,538,88
anon_S3218E,632,607,25
anon_S1264E,-1,-1,na
anon_S1213E,533,533,0
anon_S5676E,575.85,600,-24.15
anon_S2277E,677,647,30
anon_S4153E,505,505,0
anon_S3023E,849.65,528,321.65
anon_S359E,448,448,0
anon_S3420E,739,586,153
anon_S5663E,598,598,0
anon_S3198E,896.39,484,412.39
anon_S4949E,586,586,0
anon_S2870E,812,563,249
anon_S5049E,718,513,205
anon_S5455E,737.54,-1,na
anon_S4257E,661,-1,na
anon_S4084E,899.87,641,258.87
anon_S5400E,625,625,0
anon_S1911E,733.14,-1,na
anon_S1746E,849.65,486,363.65
anon_S1337E,593,441,152
anon_S3363E,883.6,575,308.6
anon_S4641E,602,602,0
anon_S4271E,657.8,418,239.8
anon_S543E,-1,-1,na
anon_S1103E,-1,-1,na
anon_S5666E,562,562,0
anon_S5987E,899.95,532,367.95
anon_S5732E,609,615,-6
anon_S5785E,609,326,283
anon_S4446E,658,-1,na
anon_S1052E,-1,-1,na
anon_S2436E,746.41,553,193.41
anon_S1E,748.28,717,31.28
anon_S4872E,899.4,741,158.4
anon_S4100E,899.87,567,332.87
anon_S119E,536,536,0
anon_S5800E,609,618,-9
anon_S3136E,661,-1,na
anon_S3533E,-1,-1,na
anon_S1693E,725.21,529,196.21
anon_S2558E,711,527,184
anon_S4444E,711,620,91
anon_S3058E,657.8,-1,na
anon_S652E,555,555,0
anon_S3909E,578.89,457,121.89
anon_S1591E,588,596,-8
anon_S3406E,711,452,259
anon_S421E,-1,-1,na
anon_S474E,700,700,0
anon_S824E,-1,-1,na
anon_S5213E,620,675,-55
anon_S4854E,851.51,568,283.51
anon_S5067E,837.58,615,222.58
anon_S2328E,748.2,483,265.2
anon_S3894E,657.8,446,211.8
anon_S3841E,711,633,78
anon_S529E,733.14,700,33.14
anon_S3118E,601,536,65
anon_S926E,-1,-1,na
anon_S50E,709,709,0
anon_S2732E,664,565,99
anon_S2798E,858.18,623,235.18
anon_S2335E,792,578,214
anon_S2360E,700.05,559,141.05
anon_S1577E,730.49,585,145.49
anon_S5103E,550,550,0
anon_S3995E,733.14,638,95.14
anon_S4572E,620,552,68
anon_S4756E,737.54,535,202.54
anon_S5920E,611,611,0
anon_S496E,575,575,0
anon_S3632E,620,640,-20
anon_S1809E,669.96,572,97.96
anon_S4354E,566,566,0
anon_S4389E,-1,-1,na
anon_S2498E,812,564,248
anon_S2095E,898.59,632,266.59
anon_S759E,625,625,0
anon_S251E,853.59,520,333.59
anon_S1312E,599,599,0
anon_S227E,601,601,0
anon_S2418E,657.8,-1,na
anon_S1069E,688,688,0
anon_S1192E,590,590,0
anon_S88E,887.96,669,218.96
anon_S5991E,635,737,-102
anon_S704E,-1,-1,na
anon_S773E,659,659,0
anon_S1927E,749,516,233
anon_S360E,343,343,0
anon_S2397E,849.65,527,322.65
anon_S2627E,657.8,408,249.8
anon_S1430E,636,636,0
anon_S3650E,725.21,-1,na
anon_S2718E,853.43,360,493.43
anon_S4244E,858.18,524,334.18
anon_S4145E,724.29,733,-8.71
anon_S456E,-1,-1,na
anon_S4219E,596,708,-112
anon_S5695E,892.85,575,317.85
anon_S4309E,661,-1,na
anon_S4376E,-1,-1,na
anon_S2919E,845.41,582,263.41
anon_S1534E,669.96,481,188.96
anon_S5597E,899.97,753,146.97
anon_S2605E,709,508,201
anon_S5252E,635,773,-138
anon_S2255E,859.99,728,131.99
anon_S1343E,584,584,0
anon_S1889E,695,604,91
anon_S5891E,643,643,0
anon_S4238E,899.48,580,319.48
anon_S2564E,742.92,592,150.92
anon_S601E,615,615,0
anon_S5251E,459,459,0
anon_S5334E,588.89,377,211.89
anon_S1323E,-1,-1,na
anon_S1985E,754.31,569,185.31
anon_S1236E,-1,-1,na
anon_S3091E,608,530,78
anon_S3393E,730.92,546,184.92
anon_S3877E,845.41,644,201.41
anon_S4549E,542,542,0
anon_S4606E,507,507,0
anon_S3727E,899.48,606,293.48
anon_S1515E,733.14,529,204.14
anon_S2105E,677,625,52
anon_S2172E,853.43,623,230.43
anon_S2809E,626,565,61
anon_S3760E,744.15,579,165.15
anon_S3204E,899.87,559,340.87
anon_S4773E,601,601,0
anon_S1483E,731.98,-1,na
anon_S2658E,632,523,109
anon_S374E,492,492,0
anon_S5990E,744.89,643,101.89
anon_S1669E,647,618,29
anon_S2158E,681,544,137
anon_S5312E,633,633,0
anon_S5369E,899.22,463,436.22
anon_S1258E,-1,-1,na
anon_S3749E,851.76,283,568.76
anon_S2580E,610,664,-54
anon_S2577E,745,552,193
anon_S1725E,620,711,-91
anon_S4296E,726.71,581,145.71
anon_S535E,616,616,0
anon_S560E,662,662,0
anon_S938E,576,576,0
anon_S4488E,657.8,308,349.8
anon_S3942E,698,488,210
anon_S3913E,626,-1,na
anon_S4526E,813.28,558,255.28
anon_S5746E,575.85,560,15.85
anon_S838E,533,533,0
anon_S3496E,598,526,72
anon_S5366E,473,473,0
anon_S695E,681,681,0
anon_S907E,558,558,0
anon_S4041E,565,431,134
anon_S5080E,620,543,77
anon_S1417E,549,549,0
anon_S4660E,620,570,50
anon_S3683E,895.28,461,434.28
anon_S898E,677,677,0
anon_S400E,613,613,0
anon_S455E,324,-1,na
anon_S803E,603,603,0
anon_S6083E,874.42,284,590.42
anon_S5011E,516,569,-53
anon_S4462E,899.87,385,514.87
anon_S3179E,721,642,79
anon_S4311E,531.28,548,-16.72
anon_S2054E,731.98,375,356.98
anon_S1117E,677,648,29
anon_S2511E,651,499,152
anon_S129E,-1,-1,na
anon_S865E,400,400,0
anon_S5855E,744.89,-1,na
anon_S4052E,763,561,202
anon_S5634E,527,527,0
anon_S2072E,620,601,19
anon_S2009E,889.87,-1,na
anon_S3077E,681,562,119
anon_S4003E,440,-1,na
anon_S4180E,547,547,0
anon_S5569E,860.88,590,270.88
anon_S1840E,700.05,618,82.05
anon_S3221E,853.43,601,252.43
anon_S2539E,657.8,548,109.8
anon_S5169E,663,459,204
anon_S5943E,590,590,0
anon_S4336E,515,515,0
anon_S1587E,859.99,672,187.99
anon_S5199E,663,541,122
anon_S2751E,760,601,159
anon_S5122E,-1,-1,na
anon_S2704E,651,549,102
anon_S5461E,733.3,637,96.3
anon_S5397E,734,734,0
anon_S4395E,683,680,3
anon_S4806E,623,623,0
anon_S2464E,747.44,387,360.44
anon_S2089E,899.74,472,427.74
anon_S792E,570,570,0
anon_S2276E,731.98,544,187.98
anon_S5496E,532,532,0
anon_S5119E,-1,-1,na
anon_S3142E,900,333,567
anon_S4460E,531.28,667,-135.72
anon_S4435E,658,-1,na
anon_S4045E,711,661,50
anon_S6040E,-1,-1,na
anon_S2126E,650,609,41
anon_S5359E,520,520,0
anon_S2191E,898.79,608,290.79
anon_S1211E,581,581,0
anon_S4982E,756.3,617,139.3
anon_S3303E,434,-1,na
anon_S3706E,724.29,579,145.29
anon_S2826E,853.43,544,309.43
anon_S2664E,598,659,-61
anon_S2294E,677,604,73
anon_S5275E,495,587,-92
anon_S5712E,529,529,0
anon_S6113E,732,522,210
anon_S272E,649,519,130
anon_S1866E,733.14,531,202.14
anon_S4337E,661,661,0
anon_S4027E,724.29,335,389.29
anon_S3021E,705,738,-33
anon_S609E,547,547,0
anon_S3930E,760,526,234
anon_S1447E,-1,-1,na
anon_S5661E,497,497,0
anon_S527E,843.73,652,191.73
anon_S2534E,657.8,-1,na
anon_S5047E,661,661,0
anon_S3768E,565,334,231
anon_S4259E,657.8,540,117.8
anon_S285E,899.31,557,342.31
anon_S1913E,620,661,-41
anon_S936E,-1,-1,na
anon_S4647E,738.16,575,163.16
anon_S4086E,804,552,252
anon_S3952E,596,554,42
anon_S4992E,898.86,537,361.86
anon_S617E,695,695,0
anon_S6076E,899.94,613,286.94
anon_S5769E,575.85,555,20.85
anon_S6047E,899.99,-1,na
anon_S5787E,609,619,-10
anon_S4277E,730.4,-1,na
anon_S4707E,733.3,622,111.3
anon_S2864E,681,646,35
anon_S3E,716,716,0
anon_S2434E,593,368,225
anon_S2039E,891.96,659,232.96
anon_S3834E,711,518,193
anon_S3488E,588,538,50
anon_S4102E,634,574,60
anon_S449E,655,655,0
anon_S5806E,899.99,-1,na
anon_S1022E,735,735,0
anon_S3130E,650,550,100
anon_S3535E,660,660,0
anon_S4403E,724.28,-1,na
anon_S78E,808.24,526,282.24
anon_S4921E,745.03,546,199.03
anon_S654E,542,542,0
anon_S4073E,730.4,564,166.4
anon_S3408E,650,672,-22
anon_S4592E,-1,-1,na
anon_S1631E,529,529,0
anon_S4852E,837.58,723,114.58
anon_S689E,574,574,0
anon_S5061E,620,685,-65
anon_S3843E,588,654,-66
anon_S6008E,557,557,0
anon_S4629E,620,509,111
anon_S476E,-1,-1,na
anon_S971E,558,558,0
anon_S3116E,733.14,664,69.14
anon_S3513E,596,556,40
anon_S3568E,608,608,0
anon_S56E,847.26,615,232.26
anon_S1389E,373,373,0
anon_S5457E,851.51,670,181.51
anon_S1149E,-1,-1,na
anon_S4574E,883.8,561,322.8
anon_S3949E,602,576,26
anon_S5922E,452,452,0
anon_S4356E,-1,-1,na
anon_S2097E,677,616,61
anon_S3993E,726.71,737,-10.29
anon_S253E,603.76,-1,na
anon_S2905E,731.98,540,191.98
anon_S494E,899.83,777,122.83
anon_S2261E,897.56,589,308.56
anon_S3630E,739,421,318
anon_S3665E,617,601,16
anon_S2383E,649,630,19
anon_S2200E,859.99,563,296.99
anon_S5296E,-1,-1,na
anon_S501E,756.81,698,58.81
anon_S5575E,777.79,-1,na
anon_S4019E,724.29,606,118.29
anon_S1792E,709,650,59
anon_S1194E,-1,-1,na
anon_S771E,566,566,0
anon_S4085E,730.4,610,120.4
anon_S4455E,657.8,465,192.8
anon_S2607E,717.27,379,338.27
anon_S1318E,-1,-1,na
anon_S1142E,-1,-1,na
anon_S362E,339,339,0
anon_S2395E,760,-1,na
anon_S1549E,733.14,677,56.14
anon_S184E,735.85,626,109.85
anon_S5308E,551,551,0
anon_S5908E,544,544,0
anon_S2229E,708,531,177
anon_S1532E,620,697,-77
anon_S5522E,663,663,0
anon_S5573E,650.7,475,175.7
anon_S1887E,669.96,604,65.96
anon_S5893E,569,569,0
anon_S1779E,620,615,5
anon_S4374E,488,488,0
anon_S5526E,-1,-1,na
anon_S1377E,542,542,0
anon_S1983E,716,536,180
anon_S1230E,604,604,0
anon_S639E,684,684,0
anon_S3097E,894.92,429,465.92
anon_S4604E,668,668,0
anon_S3721E,711,652,59
anon_S4659E,616,542,74
anon_S4124E,730.92,586,144.92
anon_S3624E,588,588,0
anon_S2170E,792,622,170
anon_S5859E,609,454,155
anon_S5336E,740.78,557,183.78
anon_S2312E,731.98,573,158.98
anon_S4621E,717.2,531,186.2
anon_S3202E,730.4,560,170.4
anon_S4771E,482,482,0
anon_S4724E,828.25,590,238.25
anon_S1481E,899.83,526,373.83
anon_S2625E,593,567,26
anon_S542E,-1,-1,na
anon_S1667E,578.89,672,-93.11
anon_S3253E,895.35,595,300.35
anon_S1256E,316,316,0
anon_S4222E,713,592,121
anon_S372E,470,470,0
anon_S1168E,-1,-1,na
anon_S2770E,899.33,658,241.33
anon_S3747E,440,335,105
anon_S5866E,609,523,86
anon_S2528E,647,573,74
anon_S4662E,734,564,170
anon_S4290E,745,598,147
anon_S537E,-1,-1,na
anon_S5847E,899.99,-1,na
anon_S1747E,761,481,280
anon_S4902E,560,560,0
